x	y	0	tf
decompos	decomposing	decomposeng	False
fougth	fought	fought	True
mitator	imitator	imitator	True
aboztifacifn	abortifacient	abortifacient	True
unbeliebsble	unbelievable	unbelievable	True
dcpartfe	department	departments	False
reperti	repertoire	repertoire	True
hierarchinal	hierarchical	hierarchical	True
guaema	guatemala	guatemalan	False
metallbrgica	metallurgical	metallurgical	True
ndefinitely	indefinitely	indefinitely	True
entrute	entrusted	entrusted	True
architectural	architecturally	architecturally	True
surroundhngs	surroundings	surroundings	True
developeo	developed	developed	True
succeded	succeeded	succeeded	True
embarrs	embarrass	embarrassee	False
axtradit	extradition	axtradition	False
witydraw	withdrawal	withdrawal	True
usbelievaqle	unbelievable	unbelievable	True
cessories	accessories	accessories	True
anonia	canonical	canonical	True
atlribut	attributes	attributes	True
chracterze	characterized	characterized	True
plausable	plausible	plausible	True
promexse	professed	professed	True
reoccupation	preoccupation	preoccupation	True
swiming	swimming	swimming	True
elizited	elicited	elimited	False
phlosophies	philosophies	philosophies	True
consttruction	construction	construction	True
potvtoes	potatoes	potatoes	True
administer	administered	administered	True
anyhing	anything	anything	True
preogat	prerogative	prepogative	False
recipiant	recipient	recipient	True
analbogoug	analogous	analogous	True
unsuccessfel	unsuccessful	unsuccessful	True
sarassme	harassments	harassment	False
srcerer	sorcerer	sorcerer	True
constituensi	constituencies	constituencies	True
neticing	noticing	noticing	True
confidesc	confides	confides	True
speefchel	speeches	speeches	True
apartqen	apartment	apartments	False
administoati	administrative	administrative	True
calegory	category	category	True
referrjn	referring	referring	True
aagnific	magnificent	magnificent	True
hescribe	describes	describes	True
theif	thief	thief	True
iylinder	cylinder	cylinder	True
metapharical	metaphorical	metaphorical	True
inventgr	inventor	inventor	True
accommbdates	accommodates	accommodates	True
incrementll	incrementally	incrementally	True
resyaura	restaurants	restaurants	True
vnomou	venomous	venomous	True
werever	wherever	wherever	True
homogeniz	homogenized	homogenized	True
ighttim	nighttime	nighttime	True
strzctur	structure	structure	True
hallcowe 	hallowe en	hallowe en	True
anceitor	ancestors	ancestors	True
manufactur	manufactured	manufacture	False
brazilia	brazilian	brazilian	True
destiruct	destructive	destructive	True
acousic	acoustic	acoustic	True
precedd	preceded	preceded	True
snnecessparol	unnecessarily	unnecessarily	True
pmigrate	emigrated	emigrated	True
aestheticall	aesthetically	aesthetically	True
maeuvrabi	maneuverability	maneuverability	True
impllmen	implement	implement	True
supplementee	supplemented	supplemented	True
tprgetinm	targeting	targeting	True
densel	densely	densely	True
miliktary	military	military	True
xonstitution	constitution	constitutional	False
proplaim	proclaiming	proplaiming	False
disappeaa	disappeared	disappeared	True
uxilia	auxiliaries	auxiliaries	True
pefsonne	personnel	personnel	True
concidering	considering	considering	True
tition	petition	petition	True
uninhabit	uninhabited	uninhabited	True
pprecia	appreciate	appreciate	True
premiehe	premiere	premiered	False
convdentianal	conventional	conventional	True
prinlcipa	principally	principal	False
charbcte	character	character	True
excelen	excellent	excellenc	False
trqnsportati	transportation	transportation	True
interchwngeai	interchangeable	interchangeable	True
nivesi	university	university	True
emissios	emissions	emissions	True
ambridg	cambridge	cambridge	True
nnual	annual	annually	False
revolutannar	revolutionary	revolutionary	True
peudny	pseudonym	pseudonym	True
peloponnjsus	peloponnesus	peloponnesus	True
corrkspondedw	corresponded	corresponded	True
scagddna	scandinavia	scandinavia	True
professonal	professional	professoonal	False
crikicis	criticised	criticised	True
hntrodpc	introduced	introduced	True
hopitab	hospitable	hospitable	True
architecdure	architecture	architecture	True
xecution	execution	execution	True
annihilatin	annihilation	annihilation	True
refefrenc	reference	reference	True
urchasing	purchasing	purchasing	True
jrdicnal	judicial	judicial	True
absobed	absorbed	absorbed	True
ethkocfntrisk	ethnocentrism	ethnocentrism	True
guarantec	guarantees	guarantees	True
favourab	favourable	favourable	True
anounce	announced	announced	True
trandsmissibh	transmissible	transmissible	True
geoleter	geometer	geometersay	False
transcendivg	transcending	transcending	True
ircredib	incredible	incredible	True
leitate	levitate	levitates	False
healtfca	healthcare	healthcare	True
occurren	occurrences	occurrences	True
emissry	emissary	emissary	True
noncombatana	noncombatants	noncombatants	True
rendevous	rendezvous	rendezvous	True
undeqrsjo	understood	understood	True
neccessarily	necessarily	necessarily	True
guaralte	guarantee	guaranteed	False
aparoach	approaches	approaches	True
pmeferri	preferring	preferring	True
catterpilars	caterpillars	caterpillars	True
litearall	literally	literally	True
believd	believed	believed	True
tempoar	temporarily	temporaryly	False
consummaa	consummate	consummate	True
categori	categories	categorizs	False
anounc	announced	announced	True
metamorphos	metamorphosis	metamorphosis	True
inerent	inherently	inherently	True
abnivers	anniversary	anniversary	True
piritu	spiritual	spiritual	True
withdrawl	withdrawal	withdrawal	True
ranufactfusin	manufacturing	manufacturing	True
diphtho	diphthong	diphthongs	False
dscibe	described	describe	False
ceaeqery	cemetery	cemetery	True
alendar	calendars	calendars	True
compbtib	compatible	compatible	True
sandwih	sandwich	sandwich	True
utomat	automated	automated	True
habea	habeas	habeas	True
ulminating	culminating	culminating	True
succiesseb	successes	successes	True
strucur	structure	structure	True
accomuodatin	accommodating	accommodating	True
maneuverable	unmaneuverable	mnmaneuverable	False
lothrin	lothringen	lothringen	True
infitraion	infiltration	infiltration	True
inhekita	inheritance	inheritance	True
accmod	accommodate	accommodate	True
principaqity	principality	principality	True
atelli	satellites	satellites	True
clcula	calculator	calculater	False
desigin	designing	designing	True
portbrait	portrait	portrait	True
indispvtablf	indisputably	indisputable	False
refovate	renovate	renovate	True
desceribe	describe	describes	False
sreuou	strenuous	strenuous	True
manaeab	manageable	manageable	True
rytmic	rhythmic	rhythmic	True
ieometer	geometers	geometers	True
suzplemernted	supplemented	supplemented	True
adheringy	adhering	adhering	True
yetaphysical	metaphysical	metaphysical	True
challeg	challenging	challengeng	False
refncaunatic	reincarnation	reincarnation	True
foward	forward	foreard	False
moastr	monasteries	monasteries	True
smelting	smelting	smelting	True
cxmmeporativ	commemorative	commemorative	True
pomiscu	promiscuous	promiscuous	True
guplicat	duplicate	duplicate	True
occacionally	occasionally	occasionally	True
depeat	desperate	desperati	False
disenhante	disenchanted	disenchanted	True
secipien	recipient	recipients	False
requkirem	requirement	requirement	True
reonis	recognise	remognise	False
occazhion	occasions	occasiona	False
nnounced	announced	announced	True
eclevctix	eclectic	eclectic	True
extrlmel	extremely	extremely	True
eratica	erratically	erratically	True
toether	together	together	True
enameled	enameled	enameled	True
bewteen	between	between	True
gothenbur	gothenburg	gothenburg	True
inadzequa	inadequate	inadequate	True
ccomplish	accomplish	accomplish	True
soials	socialism	socialism	True
processh	processing	processing	True
kggreski	aggressive	aggressive	True
summk	summary	summacy	False
churchesv	churches	churches	True
enginee	engineer	engineer	True
nasalisition	nasalisation	nasalisation	True
hmbarryssmen	embarrassment	embarrassment	True
paballel	parallels	parallell	False
monajster	monasteries	monasteries	True
soncerne	concerned	soncerned	False
distiction	distinction	distinction	True
arcitetura	architectural	architecturally	False
criticisc	criticised	criticised	True
atsassin	assassins	assassins	True
errilla	guerrilla	guerrillas	False
religeous	religious	religious	True
churn	church	church	True
inconsisitent	inconsistent	inconsistent	True
empisrica	empirical	empirical	True
rritate	irritated	irritated	True
distinguihe	distinguishes	distinguished	False
brmthrei	brethren	brethren	True
comptibilit	compatibility	compatibility	True
ission	emission	emission	True
pheromon	pheromone	pheromone	True
cjaracterize	characterized	characterized	True
napolexn	napoleon	napoleon	True
campaignl	campaign	campaign	True
adquartered	headquartered	headquartered	True
bertarianism	libertarianism	libertarianism	True
allenging	challenging	challenging	True
xproprited	expropriated	expropriated	True
litician	politician	politician	True
delibertely	deliberately	deliberately	True
acnowledged	acknowledged	acknowledged	True
considr	considered	considered	True
renovatig	renovation	renovatinn	False
prtuberane	protuberance	protuberance	True
stpategy	strategy	strategy	True
catecrpgllars	caterpillars	caterpillars	True
remllenna	premillennial	premillennia	False
pjeudoncmous	pseudonymous	pseudonymous	True
monomypi	monotypic	monomypic	False
necessitie	necessities	necessities	True
chmmunwcatio	communication	communication	True
prnipa	principal	principallyy	False
sbspec	subspecies	subspecies	True
noticeabd	noticeable	noticeable	True
rcruiti	recruiting	recruiting	True
republic	republicans	republican	False
recommenoati	recommendations	recommendations	True
bandwidt	bandwidth	bandwidth	True
pomegrao	pomegranate	pomegranate	True
hitsing	hit singles	hit singles	True
renembla	resemblance	resemblance	True
cinistry	ministry	ministry	True
requiremj	requirement	requirement	True
commiasionfd	commissioned	commissioned	True
desixgned	designed	designed	True
frtilit	fertility	fertility	True
diferen	different	different	True
extraterrestrial	extraterrestrials	extraterrestrial	False
unnecessb	unnecessary	unnecessary	True
addesi	addressing	addressing	True
bravidaa	dravidian	dravidian	True
principlty	principality	principality	True
hiervrch	hierarchies	hierarchies	True
embakrras	embarrassed	embarrassed	True
annointing	anointing	anointing	True
oposition	proposition	proposition	True
beleiving	believing	believing	True
illegitimac	illegitimacy	illegitimacy	True
proagat	propagates	propagates	True
recognfz	recognize	recognize	True
unrespent	unrepentant	unrepentant	True
boldiersv	soldiers	soldiers	True
commissiponed	commissioned	commissioned	True
humer	humor	humoray	False
alestinians	palestinians	palestinians	True
ritria	criteria	criteria	True
jvidentl	evidently	evidently	True
grammatcall	grammatically	grammatically	True
disseminuatioa	dissemination	dissemination	True
vegsatgl	versatility	versatility	True
traniscor	transformed	transcormed	False
ncouraging	encouraging	encouraging	True
achevem	achievement	achievement	True
ilgrimage	pilgrimage	pilgrimage	True
proyabil	probability	probability	True
trengh	strength	strengthene	False
penetrato	penetrator	penetrator	True
brethren	brethren	brethren	True
unnecepsarnl	unnecessarily	unnecessarily	True
suvnir	souvenir	suuvenir	False
referedd	referendum	referrddum	False
genevlog	genealogies	genealogies	True
effcien	efficiency	efficienty	False
neighbou	neighbour	neighboursu	False
acquaink	acquainted	acquainted	True
athropomorphizatin	anthropomorphization	anthropomorphization	True
hilarios	hilarious	hilarious	True
proxinci	provincial	provincial	True
aonventiwonan	conventional	conventional	True
martiqge	marriage	marriage	True
souldn	should not	should not	True
venomus	venomous	venomous	True
implemen	implement	implementere	False
judiciwl	judicial	judicial	True
performt	performed	performed	True
eneral	generally	generally	True
beromung	becoming	becoming	True
inteibre	interbreed	interbreed	True
statemcn	statement	statements	False
advertispmen	advertisements	advertisements	True
dopinati	domination	domination	True
commissiq	commissions	commission	False
uniterrupte	uninterrupted	uninterrupted	True
repaesevtfti	representative	representative	True
mbarrs	embarrass	embarrassee	False
rchitects	architects	architects	True
taxbnomy	taxonomy	taxonomy	True
chardacte	character	characters	False
referredv	referred	referred	True
hydropho	hydrophobic	hydrophobec	False
offcer	officers	offecer	False
clmpdter	computer	computer	True
affixiat	affiliate	afficiate	False
provisih	provision	provision	True
possesi	possessing	possessing	True
cegitima	legitimate	legitimate	True
ccordi	according	according	True
miseeanrs	misdemeanors	missemeanors	False
rillan	brilliant	brilliant	True
conslidaed	consolidated	consolidated	True
steboids	steroids	steroids	True
transcnding	transcending	transcending	True
homgeni	homogenized	homogenized	True
particu	particular	particular	True
neglmigab	negligible	negligible	True
sauurday	saturdays	saturday	False
entrdeprenear	entrepreneur	entrepreneur	True
substantiated	unsubstantiated	unsubstantiated	True
stringen	stringent	stringent	True
tnns paye	tennis player	tennis player	True
nortxhzastern	northeastern	northeastern	True
referre	preferred	rreferred	False
incomjatible	incompatible	incompatible	True
bruadnas	broadcast	broadcast	True
oaluablu	valuable	valuable	True
croodi	crocodiles	crocodiles	True
harassedh	harassed	harassed	True
chemsstr	chemistry	chemistry	True
ligible	eligible	eligible	True
ouposisi	opposition	opposition	True
egetabl	vegetable	vegetables	False
recxyciliawi	reconciliation	recrnciliation	False
constitwenby	constituency	constituenty	False
accommod	accommodate	accommodate	True
albitrar	arbitrarily	arbitraryly	False
iconocladtic	iconoclastic	iconoclastic	True
conciders	considers	considers	True
recommend	recommended	recommend	False
eginner	beginner	beginner	True
rebelli	rebellions	rebellions	True
mirrord	mirrored	mirrored	True
galanctic	galactic	galactic	True
conybrti	consortium	consurtium	False
surprise	surprised	surprised	True
cugnizan	cognizant	cognizant	True
autoxmatc	automated	automated	True
esembl	resemblance	resemblance	True
irtually	virtually	firtually	False
distingishe	distinguishes	distinguished	False
underso	understood	understood	True
defndan	defendant	defendants	False
separati	separatist	separatism	False
iadeqa	inadequate	inadequate	True
relativ	relatively	relatively	True
magnolim	magnolia	magnolia	True
oersonde	personnel	personnel	True
goveurnor	governor	governor	True
famivliap	familiar	familiar	True
estinations	destinations	destinations	True
subtkteg	subcategory	subcategory	True
dsintgrati	disintegration	disintegration	True
recommning	recommending	recommending	True
fomalaau	fomalhaut	fomalhaut	True
acaemic	academic	academic	True
eorridor	corridors	corridors	True
conneotationsv	connotations	connotations	True
comcissiyvned	commissioned	commissioned	True
sociamis	socialism	sociatism	False
cedence	credence	credence	True
esembla	resemblance	resemblance	True
beginnig	beginning	beginningsi	False
jnterpre	interpretor	interpretor	True
regulai	regulation	regulation	True
incompatibflitit	incompatibilities	incompatibilities	True
bithheld	withheld	withheld	True
morisst	morissette	morissette	True
perpate	peripatetic	peripatetic	True
rsident	residential	resident	False
gotiate	negotiate	negotiate	True
aerosdynamics	aerodynamics	aerodynamics	True
newvletth	newsletters	newsletters	True
atheian	athenian	athenian	True
technnology	technology	technology	True
uxiliary	auxiliary	auxiliari	False
egarle	regardless	regardless	True
cauegrri	categorize	categorized	False
concousns	consciousness	consciousness	True
reseach	research	research	True
terruxtor	territories	territoryes	False
eleqenta	elementary	elementary	True
broadcai	broadcast	broadcast	True
vrsatl	versatility	versatility	True
embarrasmen	embarrassment	embarrassment	True
pubmicly	publicly	publicly	True
masturbagdion	masturbation	masturbation	True
auxmliab	auxiliaries	auxiliaries	True
dicoto	dichotomy	dichotomy	True
cnterrepoted	interrelated	interrelated	True
ophthadmolog	ophthalmology	ophthalmology	True
tanscending	transcending	transcending	True
otwihstand	notwithstanding	notwithstanding	True
cnsttumeotal	instrumental	instrumental	True
lomplete	completely	iompletely	False
playwris	playwright	playwrights	False
ptivileg	privilege	privilege	True
morreslonden	correspondent	correspondent	True
dcsseminztio	dissemination	dissemination	True
engagee	engagement	engagement	True
disapro	disapproval	disapproval	True
indictwe	indictment	indictment	True
azaret	nazareth	nazareth	True
beleves	believes	believes	True
harrasments	harassments	harassments	True
llotted	allotted	allotted	True
bzdybuil	bodybuilder	bodybuilder	True
vxecutedl	executed	executed	True
sclolars	scholarship	scholarship	True
equiplibr	equilibrium	equilibrium	True
extrterrstril	extraterrestrial	extraterrestrial	True
dnspfragingl	disparagingly	disparagingly	True
grammatifcall	grammatically	grammatically	True
mnstancu	instance	instance	True
inoculatl	inoculated	inoculated	True
ierarchies	hierarchies	hierarchics	False
iffcultis	difficulties	difficulties	True
suprized	surprised	surprised	True
exapansion	expansion	expansion	True
yroportional	proportional	proportional	True
romnen	prominence	prominente	False
integynationa	international	international	True
perturbaion	perturbations	perturbation	False
redictable	predictable	predictable	True
inaavertentl	inadvertently	inadvertently	True
nconsciousness	unconsciousness	unconsciousness	True
dtstryct	districts	districts	True
maintxin	maintaining	maintaining	True
presidetil	presidential	presidential	True
rcommndai	recommendations	recommendations	True
sufrin	suffering	surfering	False
costrctin	construction	construction	True
naturually	naturally	naturally	True
conbczousses	consciousness	consciousness	True
appicatons	applications	applications	True
goverjor	governor	governor	True
diqpcsit	disposition	disposition	True
explaning	explaining	explaining	True
elephony	telephony	telephony	True
carsihag	cartilage	carsilage	False
over thi	over there	over there	True
isture	moisture	miisture	False
fhort wm	short while	short while	True
specstrum	spectrum	spectrum	True
acomplishme	accomplishments	accomplishments	True
citicis	criticisms	criticises	False
mbagoe	embargoes	embargoes	True
griculture	agriculture	agriculture	True
propfgat	propagation	propagation	True
volus	volume	voluse	False
soeeveig	sovereignty	sovereignty	True
peculiar	peculiar	peculiar	True
rbseilin	abseiling	abseiling	True
compeosationo	compensation	compensation	True
acquaintazce	acquaintances	acquaintances	True
mississi	mississippi	mississippi	True
ehaggerating	exaggerating	exaggerating	True
onspiracies	conspiracies	conspiracies	True
shapaloo	shadaloo	shadaloo	True
contino	continuous	continuous	True
sunglases	sunglasses	sunglasses	True
lorrejto	correctors	correctors	True
monoith	monolithic	monolithic	True
conxemne	condemned	condemned	True
recier	receivers	receiver	False
sunglasse	sunglasses	sunglasses	True
prexillennia	premillennial	premillennial	True
galletta	valletta	valletta	True
maneuvercabil	maneuverability	maneuverability	True
etenal	external	external	True
auuience	audience	audience	True
aclieves	achieves	achieves	True
rockefjl	rockefeller	rockefeller	True
pfincipa	principal	principal	True
pilbrimaw	pilgrimage	pilgrimage	True
florish	flourish	flourishi	False
ldiers	soldiers	soldiers	True
effeciently	efficiently	efficiently	True
wardanty	warranty	wardanty	False
bginne	beginners	beginners	True
florsh	flourishing	flourish	False
successil	successive	successioely	False
dzaughtsa	draughtsman	draughtsman	True
restafrateur	restaurateurs	restaurateurs	True
valluetta	valletta	valletta	True
inagurated	inaugurated	inaugurated	True
bterranean	subterranean	subterranean	True
impnccabi	impeccably	impeccably	True
synonymo	synonymous	synonymous	True
introuc	introduced	introduced	True
referenf	reference	reference	True
unpgeawa	unpleasant	unpleasant	True
negowtiat	negotiation	negotiation	True
disobediance	disobedience	disobedience	True
smientis	scientist	scientist	True
compakib	compatible	compatible	True
prefnrri	preferring	preferring	True
restrictc	restricted	restricted	True
criticise	criticised	criticised	True
vaccum	vacuum	vaceum	False
imxigran	immigrants	immigrants	True
popagan	propaganda	propaganda	True
spoonfl	spoonfuls	spoonfuls	True
abunldanc	abundances	abundance	False
olling	trolling	trolling	True
cucuses	caucuses	caucuses	True
assrtio	assertion	assertion	True
dupicat	duplicate	duplicate	True
unprecedemte	unprecedented	unprecedented	True
nincteenb	nineteenth	nineteenth	True
mathemticia	mathematicians	mathematician	False
evetual	eventually	eventually	True
environmenta	environmentally	environmentally	True
exkstanc	existence	existence	True
critsicbs	criticising	criticising	True
goveonme	government	government	True
femini	feminist	feminint	False
tezhnklo	technology	technology	True
resignmj	resignment	resignment	True
captwred	captured	captured	True
aircaft	aircraft	aircraft	True
haitia	haitian	haitian	True
stjengphenin	strengthening	strengthening	True
prophacy	prophecy	prophecy	True
conene	contender	concender	False
caqpaign	campaigns	campaign	False
unilateral	unilaterally	unilateral	False
preszkdentiav	presidential	presidential	True
preliferation	proliferation	preliferation	False
dysperat	desperation	desperation	True
anoali	anomalies	anomalies	True
rememra	remembrance	remembrance	True
autochhonu	autochthonous	autochthonous	True
csrtograwher	cartographer	cartographer	True
quensla	queensland	quennsland	False
other	another	onother	False
cqnonica	canonical	canonical	True
incqnfbu	incunabula	incunabula	True
difberhn	different	different	True
pursuiys	pursuits	pursuits	True
millennia	millennial	millennia	False
reamlining	streamlining	streamlining	True
threaten	threatening	threatening	True
exjropsiagio	expropriation	expropriation	True
rranged	arranged	arranged	True
einforced	reinforced	reinforced	True
recommedations	recommendations	recommendations	True
gatholqc	catholicism	catholic	False
desperat	desperate	desperati	False
ministrator	administrator	administrator	True
pegeonia	perennially	perennially	True
corrdsponden	correspondent	correspondent	True
issolv	dissolved	dissolved	True
cnsciousnes	consciousness	consciousness	True
smparatv	separation	separatinn	False
spucifyi	specifying	specifying	True
sffered	suffered	suffered	True
attribu	attributed	attributed	True
pqofesse	professed	professed	True
compatxbibit	compatibilities	compatibilities	True
practia	practically	practically	True
sucesfuly	successfully	successfully	True
eclectic	eclectic	eclectic	True
bdlievcn	believing	believing	True
admirnisfrate	administrate	administrate	True
significanti	significantly	significantly	True
ntranslatable	untranslatable	untranslatable	True
disintagrate	disintegrated	disintegrated	True
extlemophile	extremophile	extremophile	True
idiosyncnati	idiosyncratic	idiosyncratic	True
edigrate	emigrated	emigrated	True
crnnecti	connection	connecticn	False
portrayi	portrayed	portrayid	False
gagster	gangster	gangster	True
ligzt ye	light year	light years	False
assassiates	assassinates	assassinates	True
realsti	realistic	realistic	True
contribut	contributed	contributes	False
contenwe	contender	contender	True
necessi	necessities	necessitaes	False
udecia	undecidable	undecidable	True
probab	probably	probably	True
conrtibes	convertibles	convertibles	True
ireplaceab	irreplaceable	irreplaceable	True
disseminati	dissemination	dissemination	True
fiehtrng	fighting	fighting	True
addiqtionaxly	additionally	additionally	True
abanrone	abandoned	abandoned	True
advertisemen	advertisements	advertisements	True
fontr	fontier	fortaer	False
coprespondej	corresponded	corresponded	True
iiosyncrasy	idiosyncrasy	idiosyncrasy	True
mileni	millennial	millennia	False
thrroris	terrorist	thrrorist	False
collaporatik	collaborative	collaborative	True
disagseementb	disagreement	disagreement	True
abseipin	abseiling	abseiling	True
conemorary	contemporary	contemporary	True
executqs	executes	executes	True
confidenti	confidential	confidential	True
diands	diamonds	diamonds	True
reevblua	reevaluated	reevaluated	True
adited	admitted	admitted	True
exprogtatioq	exploitation	exproitation	False
wnthheld	withheld	withheld	True
blvtzkriv	blitzkrieg	blitzkrieg	True
unsubccessyul	unsuccessful	unsuccessful	True
gressively	aggressively	aggressively	True
accnmmomatio	accommodations	accommodations	True
surrbound	surround	surround	True
epublc	republicans	republican	False
cliicl	clinical	clinically	False
criticis	criticism	criticisesn	False
phwnomxn	phenomenon	phenomenon	True
pilgrimage	pilgrimages	pilgrimages	True
countri	countries	countries	True
queenland	queensland	queensland	True
neglithi	neolithic	neolithic	True
ideology	ideology	ideology	True
neighborhod	neighborhood	neighborhood	True
inaagura	inaugurated	inaugurated	True
literau	literature	literature	True
ttlement	settlement	settlement	True
temptrar	temporarily	temporarily	True
amcompvishme	accomplishments	accomplishment	False
necesgar	necessarily	necessarily	True
instiut	institute	institute	True
carez	career	careersre	False
negotat	negotiate	negotiate	True
mischievy	mischievous	mischievous	True
magiwian	magician	magician	True
leathal	lethal	leahal	False
defilite	definitely	definitely	True
vsiors	visitors	visioors	False
gulrpnte	guarantee	guarantees	False
misdemes	misdemeanor	misdemeanor	True
unmaeuverab	unmaneuverable	unmaneuverable	True
openess	openness	openness	True
sttugoli	struggling	struggling	True
remiered	premiered	premiered	True
eliniblew	eligible	elinible	False
unbeievabl	unbelievable	unbelievable	True
imaginar	imaginary	imaginary	True
cotroversie	controversies	controversies	True
symmetre	symmetry	symmetre	False
pedestri	pedestrian	pedestrian	True
lipzzan	lipizzaner	lipizzaner	True
reconnaissanp	reconnaissance	reconnaissance	True
accowmmodatioz	accommodations	accommodations	True
atgressi	aggressive	aggressive	True
occasnon	occasion	occasional	False
scienti	scientist	scientist	True
exchyanget	exchange	exchange	True
hierachical	hierarchical	hierarchical	True
llwether	bellwether	bellwether	True
bundan	abundance	bbundance	False
credence	credence	credence	True
abundmnc	abundances	abundance	False
eadquartere	headquartered	headquartered	True
reformis	reformist	reformist	True
numemrousl	numerous	numerous	True
conmroll	controlling	controlleng	False
resrection	resurrection	resurrection	True
efvironmenta	environmental	environmental	True
despai	despair	despairsy	False
mainten	maintenance	maintenance	True
neverthuless	nevertheless	nevertheless	True
sponmsore	sponsored	sponsored	True
omnivor	omnivorous	omnivorous	True
cxmmemoraiin	commemorating	commemorating	True
believ	believe	believes	False
avlanch	avalanche	avalanche	True
ttribt	attributed	attributes	False
caterpi	caterpillar	caterpillar	True
isdepvnd	independent	independent	True
indisputrablg	indisputably	indisputably	True
mithaic	mithraic	mithraic	True
etiled	entitled	entitled	True
wutobiograph	autobiography	autobiographi	False
fundmen	fundamental	fundamental	True
unconhtivutional	unconstitutional	unconstitutional	True
iorporationsi	corporations	corporations	True
occurrn	occurrence	occurrinces	False
umeous	numerous	numerous	True
describ	describing	describeng	False
independenc	independence	independence	True
ndisutable	indisputable	indisputable	True
aeliora	ameliorate	ameliorate	True
niversary	anniversary	anniversary	True
aarmen	apartments	apartment	False
ght year	light year	light years	False
besieged	besieged	besieged	True
stacle	obstacle	obstacle	True
reltvanc	relevance	relevance	True
omnisoro	omnivorous	omnivorous	True
streng	strength	strengthene	False
ccessib	accessible	accessible	True
cosoid	consolidate	consolidate	True
jewellr	jewellery	jewellery	True
homogeni	homogenized	homogenized	True
yssaultel	assaulted	assaulted	True
purposez	purposely	purposely	True
apzropro	appropriate	appropriate	True
efficiex	efficiently	efficient	False
dfenda	defendant	defendants	False
plagarism	plagiarism	plagiarism	True
drmles	drumless	drumless	True
dawnloag	downloads	dewnloads	False
rerigeratio	refrigeration	refrigeration	True
presumcb	presumably	presumably	True
governur	governor	governor	True
bergmot	bergamot	bergamot	True
abolute	absolutely	absolutely	True
vastating	devastating	devastating	True
enrmou	enormously	enormous	False
unilatyralll	unilaterally	unilaterally	True
onservative	conservative	conservative	True
disszolve	dissolved	dissolved	True
addiiionally	additionally	additionally	True
finall	finally	finally	True
ollinators	pollinators	pollinators	True
ubmachine	submachine	submachine	True
accomplsed	accomplished	accomplished	True
ompulso	compulsory	compulsory	True
pevius	previous	previous	True
conjinge	contingent	contingent	True
mciarthm	mccarthyist	mccarthyist	True
challenz	challenge	challenge	True
extrateresril	extraterrestrials	extraterrestrials	True
curred	occurred	occurred	True
apjarent	apparent	apparently	False
desfgnin	designing	designing	True
defeanor	demeanor	demeanor	True
defiace	defiance	defiance	True
rsiding	residing	residing	True
resistb	resistible	resistible	True
ierarchicl	hierarchical	hierarchical	True
associas	associates	associates	True
mpresa	impresario	impresario	True
rngredie	ingredients	ingredients	True
spojszre	sponsored	sponsored	True
scmultaneous	simultaneously	simultaneously	True
accreditxatio	accreditation	accreditation	True
maintenat	maintenance	maintenance	True
embarassin	embarrassing	embarrassing	True
rategies	strategies	strategies	True
prrticul	particular	prrticular	False
integrht	integration	integration	True
elemeta	elementary	elementary	True
conptikuency	constituency	constituency	True
confidentialv	confidentially	confidentially	True
occuarren	occurrences	occurrences	True
rncidentally	incidentally	incidentally	True
oncentrate	concentrate	concentrate	True
cnsciousne	consciousness	consciousness	True
iecunabu	incunabula	incunabula	True
uncerwai	uncertainty	uncertainty	True
sucessive	successive	successively	False
admilnzstrati	administrative	administrative	True
oppretsi	oppression	oppression	True
agriculd	agriculture	agriculture	True
slippe	slippery	slippery	True
viiincty	vicinity	vicinity	True
responsib	responsible	responsible	True
plauyibl	plausible	plausible	True
ckerel	mackerel	mackerel	True
recriti	recruiting	recruiting	True
restcaura	restaurant	restaurants	False
relases	releases	releases	True
intenrvenk	intervene	intervenes	False
lnevitabl	inevitable	inevitable	True
quitted	acquitted	qcquitted	False
caapaign	campaigns	campaign	False
eligibfe	eligible	eligible	True
practitzoner	practitioners	practitioners	True
surrise	surprise	surprised	False
devopm	development	development	True
uemporar	temporarily	temporarily	True
attribut	attribute	attributes	False
elemelta	elementary	elementary	True
onsciusnes	consciousness	consciousness	True
funcion	functioning	function	False
pofuso	profusion	profusson	False
mperament	temperament	tomperament	False
breoccupatio	preoccupation	preoccupation	True
udicia	judicial	judiciar	False
hierarchtical	hierarchical	hierarchical	True
subkugat	subjugation	subjugation	True
specifice	specific	specific	True
miogyn	misogyny	misogyni	False
eonomic	economic	economic	True
subgpxci	subspecies	subspecies	True
ntacle	tentacle	tentacles	False
algorit	algorithm	algorithms	False
primltiv	primitive	primitivel	False
udiciary	judiciary	judiciary	True
influync	influenced	influenced	True
professf	professor	professor	True
atgainde	attainder	attainder	True
asssinates	assassinates	assassinates	True
dackgcou	backgrounds	backgrounds	True
dmonstratio	demonstration	demonstration	True
intrreate	interrelated	interrelated	True
ridclo	ridiculous	ridiculous	True
metaphor	metaphors	metaphor	False
fircey	fiercely	fiercely	True
catholici	catholicism	catholicism	True
acqraintanck	acquaintance	acquaintance	True
acceptible	acceptable	acceptable	True
atheicti	atheistic	atheistic	True
spermatozoo	spermatozoon	spermatozoon	True
embnrrassmen	embarrassment	embarrassment	True
arofeesional	professional	professional	True
carakeet	parakeets	parakeets	True
unmonsciousnk	unconsciousness	unconsciousness	True
surryound	surrounded	surround	False
cfnsllid	consolidate	consolidate	True
